session_id,user_id,session_date,session_start,session_end,session_duration_minutes,pages_visited,source_channel,day_type,day_of_week,is_weekend,hour
S0017874,U01192,2023-08-23,2023-08-23 22:57:00,2023-08-23 23:00:00,3,6,Organic,Weekday,Wednesday,0,22
S0017876,U01192,2023-08-01,2023-08-01 09:19:00,2023-08-01 09:27:00,8,4,Paid,Weekday,Tuesday,0,9
S0017877,U01193,2023-04-04,2023-04-04 06:18:00,2023-04-04 06:31:00,13,2,Referral,Weekday,Tuesday,0,6
S0017878,U01193,2023-06-08,2023-06-08 20:37:00,2023-06-08 20:50:00,13,6,Paid,Weekday,Thursday,0,20
S0017879,U01193,2023-03-04,2023-03-04 16:31:00,2023-03-04 16:39:00,8,3,Organic,Weekend,Saturday,1,16
S0017880,U01193,2023-03-18,2023-03-18 15:57:00,2023-03-18 16:13:00,16,2,Paid,Weekend,Saturday,1,15
S0017881,U01193,2023-06-03,2023-06-03 18:10:00,2023-06-03 18:14:00,4,1,Organic,Weekend,Saturday,1,18
S0017882,U01193,2023-05-29,2023-05-29 16:41:00,2023-05-29 16:49:00,8,1,Organic,Weekday,Monday,0,16
S0017883,U01193,2023-05-05,2023-05-05 18:51:00,2023-05-05 19:08:00,17,1,Paid,Weekday,Friday,0,18
S0017884,U01193,2023-04-27,2023-04-27 20:37:00,2023-04-27 20:46:00,9,2,Referral,Weekday,Thursday,0,20
S0017885,U01193,2023-03-05,2023-03-05 16:56:00,2023-03-05 17:15:00,19,10,Paid,Weekend,Sunday,1,16
S0017886,U01193,2023-04-30,2023-04-30 18:49:00,2023-04-30 19:09:00,20,4,Referral,Weekend,Sunday,1,18
S0017887,U01193,2023-05-19,2023-05-19 23:09:00,2023-05-19 23:31:00,22,1,Organic,Weekday,Friday,0,23
S0017888,U01193,2023-03-15,2023-03-15 00:50:00,2023-03-15 01:30:00,40,1,Referral,Weekday,Wednesday,0,0
S0017889,U01193,2023-05-25,2023-05-25 14:58:00,2023-05-25 15:00:00,2,2,Organic,Weekday,Thursday,0,14
S0017890,U01193,2023-03-27,2023-03-27 20:45:00,2023-03-27 21:00:00,15,1,Organic,Weekday,Monday,0,20
S0017891,U01193,2023-05-21,2023-05-21 03:41:00,2023-05-21 04:35:00,54,10,Paid,Weekend,Sunday,1,3
S0017892,U01193,2023-05-19,2023-05-19 09:26:00,2023-05-19 10:37:00,71,1,Referral,Weekday,Friday,0,9
S0017893,U01194,2023-10-22,2023-10-22 19:49:00,2023-10-22 20:20:00,31,1,Referral,Weekend,Sunday,1,19
S0017894,U01194,2023-11-04,2023-11-04 22:55:00,2023-11-04 22:56:00,1,1,Referral,Weekend,Saturday,1,22
S0017895,U01194,2023-11-08,2023-11-08 00:23:00,2023-11-08 01:12:00,49,1,Paid,Weekday,Wednesday,0,0
S0017896,U01194,2023-12-07,2023-12-07 04:49:00,2023-12-07 04:51:00,2,14,Organic,Weekday,Thursday,0,4
S0017897,U01194,2024-01-09,2024-01-09 08:06:00,2024-01-09 08:08:00,2,11,Organic,Weekday,Tuesday,0,8
S0017898,U01194,2024-01-03,2024-01-03 04:48:00,2024-01-03 05:19:00,31,1,Referral,Weekday,Wednesday,0,4
S0017899,U01194,2023-11-21,2023-11-21 11:22:00,2023-11-21 11:23:00,1,4,Referral,Weekday,Tuesday,0,11
S0017900,U01194,2023-10-25,2023-10-25 21:19:00,2023-10-25 23:16:00,117,11,Paid,Weekday,Wednesday,0,21
S0017901,U01194,2023-12-13,2023-12-13 10:10:00,2023-12-13 10:17:00,7,3,Paid,Weekday,Wednesday,0,10
S0017902,U01194,2023-11-29,2023-11-29 21:44:00,2023-11-29 21:53:00,9,7,Organic,Weekday,Wednesday,0,21
S0017903,U01194,2023-11-02,2023-11-02 16:05:00,2023-11-02 16:13:00,8,1,Referral,Weekday,Thursday,0,16
S0017904,U01194,2023-10-23,2023-10-23 02:48:00,2023-10-23 03:15:00,27,4,Paid,Weekday,Monday,0,2
S0017906,U01194,2023-10-06,2023-10-06 20:21:00,2023-10-06 20:38:00,17,4,Referral,Weekday,Friday,0,20
S0017907,U01194,2023-11-02,2023-11-02 22:36:00,2023-11-02 22:58:00,22,4,Paid,Weekday,Thursday,0,22
S0017908,U01194,2023-11-20,2023-11-20 02:54:00,2023-11-20 03:14:00,20,11,Paid,Weekday,Monday,0,2
S0017909,U01194,2023-09-16,2023-09-16 23:46:00,2023-09-17 00:05:00,19,6,Referral,Weekend,Saturday,1,23
S0017910,U01194,2023-09-23,2023-09-23 17:53:00,2023-09-23 18:12:00,19,4,Organic,Weekend,Saturday,1,17
S0017911,U01194,2023-12-28,2023-12-28 12:40:00,2023-12-28 12:43:00,3,3,Organic,Weekday,Thursday,0,12
S0017912,U01194,2023-09-23,2023-09-23 10:18:00,2023-09-23 10:41:00,23,3,Paid,Weekend,Saturday,1,10
S0017913,U01194,2024-01-13,2024-01-13 19:41:00,2024-01-13 19:51:00,10,8,Referral,Weekend,Saturday,1,19
S0017914,U01195,2023-08-09,2023-08-09 12:51:00,2023-08-09 12:59:00,8,1,Organic,Weekday,Wednesday,0,12
S0017915,U01195,2023-08-10,2023-08-10 08:42:00,2023-08-10 08:50:00,8,3,Referral,Weekday,Thursday,0,8
S0017916,U01195,2023-10-28,2023-10-28 08:06:00,2023-10-28 08:17:00,11,6,Paid,Weekend,Saturday,1,8
S0017917,U01195,2023-08-24,2023-08-24 20:33:00,2023-08-24 20:45:00,12,8,Paid,Weekday,Thursday,0,20
S0017918,U01195,2023-08-31,2023-08-31 05:49:00,2023-08-31 06:09:00,20,2,Paid,Weekday,Thursday,0,5
S0017919,U01195,2023-09-02,2023-09-02 02:38:00,2023-09-02 02:44:00,6,1,Referral,Weekend,Saturday,1,2
S0017920,U01195,2023-08-28,2023-08-28 20:57:00,2023-08-28 21:55:00,58,11,Organic,Weekday,Monday,0,20
S0017921,U01195,2023-10-04,2023-10-04 20:31:00,2023-10-04 20:32:00,1,5,Referral,Weekday,Wednesday,0,20
S0017922,U01195,2023-11-05,2023-11-05 23:57:00,2023-11-06 01:01:00,64,7,Organic,Weekend,Sunday,1,23
S0017923,U01195,2023-08-02,2023-08-02 13:49:00,2023-08-02 14:02:00,13,2,Paid,Weekday,Wednesday,0,13
S0017924,U01195,2023-11-07,2023-11-07 07:51:00,2023-11-07 07:57:00,6,7,Referral,Weekday,Tuesday,0,7
S0017925,U01195,2023-10-05,2023-10-05 21:49:00,2023-10-05 22:19:00,30,4,Referral,Weekday,Thursday,0,21
S0017926,U01195,2023-08-13,2023-08-13 19:30:00,2023-08-13 19:32:00,2,14,Referral,Weekend,Sunday,1,19
S0017927,U01195,2023-09-25,2023-09-25 12:22:00,2023-09-25 12:59:00,37,1,Paid,Weekday,Monday,0,12
S0017928,U01195,2023-09-11,2023-09-11 01:01:00,2023-09-11 01:02:00,1,4,Paid,Weekday,Monday,0,1
S0017929,U01196,2023-12-17,2023-12-17 12:24:00,2023-12-17 12:25:00,1,16,Paid,Weekend,Sunday,1,12
S0017930,U01196,2023-12-03,2023-12-03 06:43:00,2023-12-03 07:18:00,35,1,Referral,Weekend,Sunday,1,6
S0017931,U01196,2024-01-12,2024-01-12 02:49:00,2024-01-12 03:30:00,41,6,Referral,Weekday,Friday,0,2
S0017932,U01196,2024-01-11,2024-01-11 03:39:00,2024-01-11 03:46:00,7,11,Paid,Weekday,Thursday,0,3
S0017933,U01196,2023-12-21,2023-12-21 08:34:00,2023-12-21 08:52:00,18,10,Organic,Weekday,Thursday,0,8
S0017934,U01196,2023-12-31,2023-12-31 02:46:00,2023-12-31 02:58:00,12,4,Organic,Weekend,Sunday,1,2
S0017935,U01196,2023-12-03,2023-12-03 17:49:00,2023-12-03 17:55:00,6,3,Organic,Weekend,Sunday,1,17
S0017936,U01196,2023-10-24,2023-10-24 15:09:00,2023-10-24 15:25:00,16,15,Referral,Weekday,Tuesday,0,15
S0017937,U01196,2024-01-31,2024-01-31 00:03:00,2024-01-31 00:21:00,18,1,Organic,Weekday,Wednesday,0,0
S0017938,U01196,2023-12-08,2023-12-08 00:48:00,2023-12-08 00:49:00,1,10,Organic,Weekday,Friday,0,0
S0017939,U01196,2024-01-16,2024-01-16 04:07:00,2024-01-16 04:16:00,9,2,Referral,Weekday,Tuesday,0,4
S0017940,U01196,2023-11-23,2023-11-23 20:58:00,2023-11-23 21:30:00,32,15,Paid,Weekday,Thursday,0,20
S0017941,U01197,2023-04-08,2023-04-08 23:35:00,2023-04-08 23:44:00,9,8,Referral,Weekend,Saturday,1,23
S0017942,U01197,2023-04-16,2023-04-16 18:29:00,2023-04-16 19:16:00,47,33,Organic,Weekend,Sunday,1,18
S0017943,U01197,2023-04-07,2023-04-07 23:54:00,2023-04-08 00:08:00,14,9,Organic,Weekday,Friday,0,23
S0017944,U01197,2023-04-18,2023-04-18 10:49:00,2023-04-18 10:50:00,1,2,Referral,Weekday,Tuesday,0,10
S0017945,U01197,2023-06-10,2023-06-10 00:51:00,2023-06-10 01:00:00,9,19,Organic,Weekend,Saturday,1,0
S0017946,U01197,2023-03-14,2023-03-14 22:32:00,2023-03-14 22:33:00,1,2,Referral,Weekday,Tuesday,0,22
S0017948,U01197,2023-03-21,2023-03-21 01:44:00,2023-03-21 01:49:00,5,7,Paid,Weekday,Tuesday,0,1
S0017949,U01197,2023-05-12,2023-05-12 17:16:00,2023-05-12 17:43:00,27,4,Paid,Weekday,Friday,0,17
S0017950,U01197,2023-05-23,2023-05-23 22:21:00,2023-05-23 23:19:00,58,2,Organic,Weekday,Tuesday,0,22
S0017951,U01197,2023-04-17,2023-04-17 01:30:00,2023-04-17 02:18:00,48,8,Organic,Weekday,Monday,0,1
S0017952,U01197,2023-03-23,2023-03-23 03:35:00,2023-03-23 03:44:00,9,9,Paid,Weekday,Thursday,0,3
S0017953,U01197,2023-03-28,2023-03-28 13:28:00,2023-03-28 13:30:00,2,1,Referral,Weekday,Tuesday,0,13
S0017954,U01197,2023-03-25,2023-03-25 16:42:00,2023-03-25 17:35:00,53,1,Organic,Weekend,Saturday,1,16
S0017955,U01197,2023-03-24,2023-03-24 12:45:00,2023-03-24 12:46:00,1,3,Referral,Weekday,Friday,0,12
S0017956,U01197,2023-05-09,2023-05-09 13:51:00,2023-05-09 13:53:00,2,10,Organic,Weekday,Tuesday,0,13
S0017957,U01197,2023-05-04,2023-05-04 03:44:00,2023-05-04 04:35:00,51,4,Organic,Weekday,Thursday,0,3
S0017959,U01198,2023-08-07,2023-08-07 09:16:00,2023-08-07 09:18:00,2,3,Organic,Weekday,Monday,0,9
S0017961,U01198,2023-06-10,2023-06-10 12:26:00,2023-06-10 12:52:00,26,7,Organic,Weekend,Saturday,1,12
S0017962,U01198,2023-08-20,2023-08-20 22:39:00,2023-08-20 22:46:00,7,11,Referral,Weekend,Sunday,1,22
S0017963,U01198,2023-06-10,2023-06-10 09:27:00,2023-06-10 10:25:00,58,14,Paid,Weekend,Saturday,1,9
S0017964,U01198,2023-07-25,2023-07-25 10:12:00,2023-07-25 10:13:00,1,5,Paid,Weekday,Tuesday,0,10
S0017965,U01198,2023-08-01,2023-08-01 05:17:00,2023-08-01 05:37:00,20,2,Referral,Weekday,Tuesday,0,5
S0017966,U01198,2023-07-27,2023-07-27 21:35:00,2023-07-27 23:12:00,97,2,Referral,Weekday,Thursday,0,21
S0017967,U01198,2023-08-15,2023-08-15 02:42:00,2023-08-15 02:46:00,4,4,Paid,Weekday,Tuesday,0,2
S0017968,U01198,2023-07-01,2023-07-01 13:24:00,2023-07-01 13:31:00,7,13,Paid,Weekend,Saturday,1,13
S0017969,U01198,2023-07-08,2023-07-08 07:37:00,2023-07-08 07:48:00,11,3,Referral,Weekend,Saturday,1,7
S0017970,U01199,2023-08-25,2023-08-25 04:37:00,2023-08-25 05:05:00,28,8,Referral,Weekday,Friday,0,4
S0017971,U01199,2023-10-05,2023-10-05 15:41:00,2023-10-05 15:53:00,12,16,Organic,Weekday,Thursday,0,15
S0017972,U01199,2023-07-24,2023-07-24 12:38:00,2023-07-24 12:55:00,17,6,Paid,Weekday,Monday,0,12
S0017973,U01199,2023-06-28,2023-06-28 13:26:00,2023-06-28 14:17:00,51,6,Paid,Weekday,Wednesday,0,13
S0017974,U01199,2023-07-15,2023-07-15 11:43:00,2023-07-15 11:54:00,11,1,Referral,Weekend,Saturday,1,11
S0017975,U01199,2023-08-21,2023-08-21 10:00:00,2023-08-21 10:26:00,26,17,Paid,Weekday,Monday,0,10
S0017976,U01199,2023-07-21,2023-07-21 03:50:00,2023-07-21 04:02:00,12,3,Organic,Weekday,Friday,0,3
S0017977,U01199,2023-07-02,2023-07-02 09:03:00,2023-07-02 09:17:00,14,7,Paid,Weekend,Sunday,1,9
S0017978,U01199,2023-08-15,2023-08-15 06:04:00,2023-08-15 06:05:00,1,11,Organic,Weekday,Tuesday,0,6
S0017979,U01199,2023-10-05,2023-10-05 06:29:00,2023-10-05 07:12:00,43,4,Paid,Weekday,Thursday,0,6
S0017980,U01199,2023-07-29,2023-07-29 10:12:00,2023-07-29 10:14:00,2,6,Paid,Weekend,Saturday,1,10
S0017981,U01199,2023-10-11,2023-10-11 03:11:00,2023-10-11 03:13:00,2,4,Paid,Weekday,Wednesday,0,3
S0017982,U01199,2023-07-15,2023-07-15 05:19:00,2023-07-15 05:20:00,1,5,Referral,Weekend,Saturday,1,5
S0017983,U01199,2023-07-29,2023-07-29 18:02:00,2023-07-29 18:09:00,7,9,Referral,Weekend,Saturday,1,18
S0017985,U01199,2023-09-08,2023-09-08 05:06:00,2023-09-08 05:11:00,5,1,Referral,Weekday,Friday,0,5
S0017986,U01200,2023-07-14,2023-07-14 03:17:00,2023-07-14 03:20:00,3,5,Referral,Weekday,Friday,0,3
S0017987,U01200,2023-07-18,2023-07-18 14:11:00,2023-07-18 14:28:00,17,1,Referral,Weekday,Tuesday,0,14
S0017988,U01200,2023-07-05,2023-07-05 04:31:00,2023-07-05 04:42:00,11,4,Organic,Weekday,Wednesday,0,4
S0017990,U01200,2023-08-15,2023-08-15 03:15:00,2023-08-15 03:18:00,3,2,Organic,Weekday,Tuesday,0,3
S0017991,U01200,2023-08-22,2023-08-22 05:44:00,2023-08-22 05:47:00,3,1,Paid,Weekday,Tuesday,0,5
S0017992,U01200,2023-07-24,2023-07-24 11:32:00,2023-07-24 12:14:00,42,2,Paid,Weekday,Monday,0,11
S0017993,U01200,2023-06-30,2023-06-30 21:33:00,2023-06-30 21:58:00,25,3,Paid,Weekday,Friday,0,21
S0017994,U01200,2023-09-15,2023-09-15 16:43:00,2023-09-15 17:03:00,20,14,Organic,Weekday,Friday,0,16
S0017995,U01200,2023-05-21,2023-05-21 05:42:00,2023-05-21 06:19:00,37,1,Paid,Weekend,Sunday,1,5
S0017996,U01200,2023-07-31,2023-07-31 07:14:00,2023-07-31 07:51:00,37,4,Organic,Weekday,Monday,0,7
S0017997,U01200,2023-07-07,2023-07-07 10:38:00,2023-07-07 10:46:00,8,6,Paid,Weekday,Friday,0,10
S0017998,U01200,2023-08-13,2023-08-13 00:44:00,2023-08-13 01:43:00,59,1,Referral,Weekend,Sunday,1,0
S0017999,U01200,2023-06-12,2023-06-12 21:22:00,2023-06-12 21:51:00,29,2,Paid,Weekday,Monday,0,21
S0018000,U01201,2023-06-18,2023-06-18 06:25:00,2023-06-18 06:40:00,15,1,Paid,Weekend,Sunday,1,6
S0018001,U01201,2023-06-11,2023-06-11 22:51:00,2023-06-11 23:05:00,14,8,Organic,Weekend,Sunday,1,22
S0018002,U01201,2023-04-29,2023-04-29 01:32:00,2023-04-29 01:47:00,15,1,Referral,Weekend,Saturday,1,1
S0018003,U01201,2023-05-11,2023-05-11 01:55:00,2023-05-11 02:06:00,11,13,Referral,Weekday,Thursday,0,1
S0018004,U01201,2023-05-18,2023-05-18 06:43:00,2023-05-18 07:04:00,21,7,Referral,Weekday,Thursday,0,6
S0018005,U01201,2023-04-25,2023-04-25 08:19:00,2023-04-25 08:49:00,30,1,Referral,Weekday,Tuesday,0,8
S0018006,U01201,2023-07-22,2023-07-22 09:17:00,2023-07-22 09:34:00,17,3,Referral,Weekend,Saturday,1,9
S0018007,U01201,2023-08-07,2023-08-07 04:00:00,2023-08-07 04:02:00,2,2,Paid,Weekday,Monday,0,4
S0018008,U01201,2023-05-02,2023-05-02 15:57:00,2023-05-02 16:27:00,30,1,Referral,Weekday,Tuesday,0,15
S0018009,U01201,2023-05-08,2023-05-08 07:52:00,2023-05-08 07:59:00,7,2,Paid,Weekday,Monday,0,7
S0018010,U01201,2023-07-27,2023-07-27 02:23:00,2023-07-27 02:24:00,1,4,Organic,Weekday,Thursday,0,2
S0018011,U01201,2023-04-28,2023-04-28 12:23:00,2023-04-28 12:52:00,29,1,Referral,Weekday,Friday,0,12
S0018012,U01201,2023-07-25,2023-07-25 11:55:00,2023-07-25 11:57:00,2,7,Referral,Weekday,Tuesday,0,11
S0018013,U01201,2023-07-10,2023-07-10 02:34:00,2023-07-10 02:52:00,18,7,Organic,Weekday,Monday,0,2
S0018014,U01202,2023-05-05,2023-05-05 18:55:00,2023-05-05 19:08:00,13,5,Paid,Weekday,Friday,0,18
S0018015,U01202,2023-03-27,2023-03-27 08:56:00,2023-03-27 08:57:00,1,2,Organic,Weekday,Monday,0,8
S0018016,U01202,2023-04-13,2023-04-13 07:36:00,2023-04-13 08:05:00,29,2,Organic,Weekday,Thursday,0,7
S0018017,U01202,2023-05-18,2023-05-18 05:53:00,2023-05-18 05:54:00,1,5,Referral,Weekday,Thursday,0,5
S0018018,U01202,2023-03-24,2023-03-24 01:50:00,2023-03-24 02:05:00,15,5,Referral,Weekday,Friday,0,1
S0018019,U01202,2023-04-25,2023-04-25 09:31:00,2023-04-25 09:50:00,19,4,Referral,Weekday,Tuesday,0,9
S0018020,U01202,2023-04-20,2023-04-20 00:42:00,2023-04-20 00:55:00,13,13,Paid,Weekday,Thursday,0,0
S0018021,U01202,2023-04-27,2023-04-27 19:18:00,2023-04-27 19:33:00,15,5,Paid,Weekday,Thursday,0,19
S0018022,U01202,2023-03-16,2023-03-16 10:53:00,2023-03-16 10:59:00,6,11,Paid,Weekday,Thursday,0,10
S0018023,U01202,2023-05-17,2023-05-17 00:48:00,2023-05-17 00:49:00,1,5,Paid,Weekday,Wednesday,0,0
S0018024,U01202,2023-03-19,2023-03-19 03:21:00,2023-03-19 03:30:00,9,5,Referral,Weekend,Sunday,1,3
S0018025,U01202,2023-06-03,2023-06-03 23:16:00,2023-06-03 23:24:00,8,7,Referral,Weekend,Saturday,1,23
S0018026,U01203,2023-07-19,2023-07-19 16:47:00,2023-07-19 16:48:00,1,4,Paid,Weekday,Wednesday,0,16
S0018027,U01203,2023-05-30,2023-05-30 05:16:00,2023-05-30 06:31:00,75,1,Organic,Weekday,Tuesday,0,5
S0018028,U01203,2023-07-13,2023-07-13 21:22:00,2023-07-13 21:23:00,1,5,Organic,Weekday,Thursday,0,21
S0018029,U01203,2023-05-12,2023-05-12 09:40:00,2023-05-12 09:45:00,5,3,Organic,Weekday,Friday,0,9
S0018030,U01203,2023-05-20,2023-05-20 14:22:00,2023-05-20 14:57:00,35,2,Paid,Weekend,Saturday,1,14
S0018031,U01203,2023-05-27,2023-05-27 03:50:00,2023-05-27 04:15:00,25,4,Organic,Weekend,Saturday,1,3
S0018032,U01203,2023-07-03,2023-07-03 07:21:00,2023-07-03 08:08:00,47,19,Organic,Weekday,Monday,0,7
S0018033,U01203,2023-04-04,2023-04-04 11:39:00,2023-04-04 11:52:00,13,5,Organic,Weekday,Tuesday,0,11
S0018034,U01203,2023-04-22,2023-04-22 20:13:00,2023-04-22 20:40:00,27,2,Organic,Weekend,Saturday,1,20
S0018035,U01203,2023-05-08,2023-05-08 20:23:00,2023-05-08 20:28:00,5,17,Organic,Weekday,Monday,0,20
S0018036,U01203,2023-03-30,2023-03-30 12:11:00,2023-03-30 12:22:00,11,1,Paid,Weekday,Thursday,0,12
S0018037,U01203,2023-03-31,2023-03-31 22:21:00,2023-03-31 22:57:00,36,5,Paid,Weekday,Friday,0,22
S0018038,U01203,2023-07-04,2023-07-04 04:16:00,2023-07-04 04:19:00,3,1,Organic,Weekday,Tuesday,0,4
S0018039,U01203,2023-06-27,2023-06-27 19:02:00,2023-06-27 19:08:00,6,14,Referral,Weekday,Tuesday,0,19
S0018040,U01203,2023-05-21,2023-05-21 00:16:00,2023-05-21 01:10:00,54,2,Paid,Weekend,Sunday,1,0
S0018041,U01203,2023-04-01,2023-04-01 01:25:00,2023-04-01 02:01:00,36,3,Referral,Weekend,Saturday,1,1
S0018042,U01203,2023-07-10,2023-07-10 21:30:00,2023-07-10 21:51:00,21,3,Organic,Weekday,Monday,0,21
S0018043,U01203,2023-04-11,2023-04-11 01:04:00,2023-04-11 01:18:00,14,2,Paid,Weekday,Tuesday,0,1
S0018044,U01203,2023-03-29,2023-03-29 06:31:00,2023-03-29 06:32:00,1,1,Paid,Weekday,Wednesday,0,6
S0018045,U01204,2023-09-28,2023-09-28 02:26:00,2023-09-28 02:37:00,11,3,Organic,Weekday,Thursday,0,2
S0018046,U01204,2023-08-06,2023-08-06 04:30:00,2023-08-06 04:31:00,1,4,Paid,Weekend,Sunday,1,4
S0018047,U01204,2023-08-26,2023-08-26 08:30:00,2023-08-26 08:31:00,1,9,Paid,Weekend,Saturday,1,8
S0018048,U01204,2023-08-26,2023-08-26 12:53:00,2023-08-26 13:16:00,23,3,Organic,Weekend,Saturday,1,12
S0018049,U01204,2023-06-16,2023-06-16 05:20:00,2023-06-16 05:40:00,20,2,Organic,Weekday,Friday,0,5
S0018050,U01204,2023-08-05,2023-08-05 19:50:00,2023-08-05 19:56:00,6,2,Referral,Weekend,Saturday,1,19
S0018051,U01204,2023-09-04,2023-09-04 17:13:00,2023-09-04 17:44:00,31,2,Paid,Weekday,Monday,0,17
S0018052,U01204,2023-09-27,2023-09-27 13:45:00,2023-09-27 19:05:00,320,2,Referral,Weekday,Wednesday,0,13
S0018053,U01204,2023-10-02,2023-10-02 02:46:00,2023-10-02 02:52:00,6,2,Referral,Weekday,Monday,0,2
S0018054,U01204,2023-07-01,2023-07-01 07:21:00,2023-07-01 07:41:00,20,4,Referral,Weekend,Saturday,1,7
S0018055,U01204,2023-06-30,2023-06-30 02:03:00,2023-06-30 02:28:00,25,2,Referral,Weekday,Friday,0,2
S0018056,U01204,2023-09-19,2023-09-19 01:51:00,2023-09-19 01:52:00,1,6,Referral,Weekday,Tuesday,0,1
S0018057,U01205,2024-01-06,2024-01-06 19:20:00,2024-01-06 19:27:00,7,7,Paid,Weekend,Saturday,1,19
S0018058,U01205,2023-11-12,2023-11-12 01:35:00,2023-11-12 01:54:00,19,2,Paid,Weekend,Sunday,1,1
S0018059,U01205,2023-10-30,2023-10-30 00:07:00,2023-10-30 00:25:00,18,7,Referral,Weekday,Monday,0,0
S0018060,U01205,2024-01-22,2024-01-22 14:39:00,2024-01-22 14:48:00,9,2,Organic,Weekday,Monday,0,14
S0018061,U01205,2023-10-19,2023-10-19 23:24:00,2023-10-19 23:46:00,22,5,Organic,Weekday,Thursday,0,23
S0018062,U01205,2024-01-30,2024-01-30 10:58:00,2024-01-30 10:59:00,1,6,Paid,Weekday,Tuesday,0,10
S0018063,U01205,2023-12-28,2023-12-28 05:43:00,2023-12-28 05:56:00,13,7,Referral,Weekday,Thursday,0,5
S0018064,U01205,2023-10-28,2023-10-28 16:20:00,2023-10-28 16:24:00,4,2,Referral,Weekend,Saturday,1,16
S0018065,U01205,2023-10-14,2023-10-14 04:16:00,2023-10-14 04:31:00,15,4,Paid,Weekend,Saturday,1,4
S0018066,U01206,2023-09-12,2023-09-12 10:25:00,2023-09-12 10:41:00,16,7,Referral,Weekday,Tuesday,0,10
S0018067,U01206,2023-10-01,2023-10-01 21:10:00,2023-10-01 21:13:00,3,7,Paid,Weekend,Sunday,1,21
S0018068,U01206,2023-12-04,2023-12-04 13:50:00,2023-12-04 14:02:00,12,1,Paid,Weekday,Monday,0,13
S0018069,U01206,2023-09-21,2023-09-21 15:01:00,2023-09-21 15:06:00,5,1,Referral,Weekday,Thursday,0,15
S0018071,U01206,2023-09-04,2023-09-04 06:05:00,2023-09-04 07:32:00,87,11,Organic,Weekday,Monday,0,6
S0018072,U01206,2023-09-27,2023-09-27 06:09:00,2023-09-27 06:43:00,34,4,Organic,Weekday,Wednesday,0,6
S0018074,U01206,2023-10-12,2023-10-12 18:08:00,2023-10-12 18:24:00,16,3,Organic,Weekday,Thursday,0,18
S0018075,U01206,2023-09-07,2023-09-07 04:01:00,2023-09-07 04:04:00,3,1,Paid,Weekday,Thursday,0,4
S0018076,U01206,2023-10-07,2023-10-07 15:51:00,2023-10-07 16:07:00,16,1,Organic,Weekend,Saturday,1,15
S0018077,U01206,2023-08-31,2023-08-31 10:44:00,2023-08-31 11:09:00,25,13,Paid,Weekday,Thursday,0,10
S0018078,U01206,2023-10-16,2023-10-16 01:14:00,2023-10-16 01:17:00,3,4,Referral,Weekday,Monday,0,1
S0018079,U01206,2023-12-08,2023-12-08 00:45:00,2023-12-08 01:11:00,26,2,Referral,Weekday,Friday,0,0
S0018080,U01207,2023-07-05,2023-07-05 15:26:00,2023-07-05 16:40:00,74,16,Referral,Weekday,Wednesday,0,15
S0018081,U01207,2023-05-31,2023-05-31 22:54:00,2023-05-31 23:04:00,10,1,Paid,Weekday,Wednesday,0,22
S0018082,U01207,2023-05-17,2023-05-17 09:34:00,2023-05-17 09:53:00,19,2,Referral,Weekday,Wednesday,0,9
S0018083,U01207,2023-06-13,2023-06-13 04:23:00,2023-06-13 05:18:00,55,8,Organic,Weekday,Tuesday,0,4
S0018084,U01207,2023-08-01,2023-08-01 11:17:00,2023-08-01 11:37:00,20,2,Referral,Weekday,Tuesday,0,11
S0018085,U01207,2023-08-26,2023-08-26 10:02:00,2023-08-26 10:26:00,24,2,Paid,Weekend,Saturday,1,10
S0018086,U01207,2023-08-01,2023-08-01 23:35:00,2023-08-01 23:36:00,1,4,Organic,Weekday,Tuesday,0,23
S0018087,U01207,2023-07-07,2023-07-07 08:30:00,2023-07-07 08:43:00,13,8,Organic,Weekday,Friday,0,8
S0018088,U01207,2023-06-10,2023-06-10 05:23:00,2023-06-10 06:03:00,40,3,Organic,Weekend,Saturday,1,5
S0018089,U01208,2023-07-12,2023-07-12 05:54:00,2023-07-12 06:01:00,7,7,Referral,Weekday,Wednesday,0,5
S0018090,U01208,2023-06-18,2023-06-18 10:36:00,2023-06-18 10:50:00,14,13,Organic,Weekend,Sunday,1,10
S0018091,U01208,2023-05-16,2023-05-16 22:49:00,2023-05-16 23:10:00,21,2,Paid,Weekday,Tuesday,0,22
S0018092,U01208,2023-05-20,2023-05-20 05:10:00,2023-05-20 05:13:00,3,3,Referral,Weekend,Saturday,1,5
S0018093,U01208,2023-06-27,2023-06-27 14:21:00,2023-06-27 14:29:00,8,3,Paid,Weekday,Tuesday,0,14
S0018094,U01208,2023-06-03,2023-06-03 14:15:00,2023-06-03 14:19:00,4,20,Paid,Weekend,Saturday,1,14
S0018095,U01208,2023-04-23,2023-04-23 18:41:00,2023-04-23 18:44:00,3,6,Referral,Weekend,Sunday,1,18
S0018096,U01208,2023-04-14,2023-04-14 01:55:00,2023-04-14 01:56:00,1,3,Paid,Weekday,Friday,0,1
S0018097,U01208,2023-06-23,2023-06-23 05:06:00,2023-06-23 05:13:00,7,3,Paid,Weekday,Friday,0,5
S0018098,U01208,2023-03-24,2023-03-24 09:04:00,2023-03-24 09:17:00,13,5,Paid,Weekday,Friday,0,9
S0018099,U01208,2023-04-26,2023-04-26 18:10:00,2023-04-26 18:27:00,17,5,Referral,Weekday,Wednesday,0,18
